Part Number;Req numero;Req status;Req data;qtd;Valor unitario;IGPM acumulado
DCN4-6282;AF3107500A7;Recebida no Solicitante;2003-04;278;9,95;2,64972323
DCN4-6282;AF2102064A7;Recebida no Solicitante;2002-04;156;16,48;3,51027543
DCN4-6282;AF1249011A7;Recebida no Solicitante;2001-09;17;0,00;3,62825242
DCN4-6282;AF1078978A7;Recebida no Solicitante;2001-03;18;30,00;3,86127922
DCN4-6282;AF0404768A7;Recebida no Solicitante;2000-09;9;30,00;3,99074858
DCN4-9295;RF2261011A5;Recebida no Solicitante;2002-09;20;33,77;3,26844545
DCN4-10185;AF0192054A7;Recebida no Solicitante;2000-07;100;68,30;4,15027967
DCN3-1766;AFG213001A7;Recebida no Solicitante;2013-08;150;1615,00;1,46533364
DCN3-1766;AFC183028A7;Recebida no Solicitante;2009-07;32;4400,00;1,87649440
DCN3-1766;AFB185001A7;Recebida no Solicitante;2008-07;36;4150,00;1,90512630
DCN3-1766;AFA316013A7;Recebida no Solicitante;2007-11;50;4300,00;2,08511896
DCN3-1536;SPB205430F5;Recebida no Solicitante;2008-07;8;97,50;1,90512630
DCN4-5901;LS5071065T1;Recebida no Solicitante;2005-03;100;10,00;2,28854059
DCN4-5901;LS4138092T1;Recebida no Solicitante;2004-05;100;5,25;2,49171686
DCN4-4326;LS0084510T9;Recebida no Solicitante;2000-04;20;2,30;4,20818890
DCN4-4326;LS9099040T1;Recebida no Solicitante;1999-04;50;3,31;4,78642505
DCN4-7549;LSC346005T9;Recebida no Solicitante;2009-12;100;13,00;1,88067460
DCN4-6126;GL3267065A5;Recebida no Solicitante;2003-09;200;1,70;2,66010880
DCN4-6126;RF2261002A5;Recebida no Solicitante;2002-09;30;2,80;3,26844545
DCN4-10386;AF1083003CF;Recebida no Solicitante;2001-03;100;1,00;3,86127922
DCN3-6289;LS5053287T9;Recebida no Solicitante;2005-02;3000;1,80;2,29540621
DCN3-6289;LS4138037T1;Recebida no Solicitante;2004-05;1000;1,80;2,49171686
DCN3-6289;LS4132029T9;Recebida no Solicitante;2004-05;3000;0,24;2,49171686
DCN3-6289;RF2287034F3;Recebida no Solicitante;2002-10;100;4,80;3,19184126
DCN3-6289;CP2278007SS;Recebida no Solicitante;2002-10;4500;0,65;3,19184126
DCN3-6289;LS2108777SS;Recebida no Solicitante;2002-10;1000;0,50;3,19184126
DCN3-6289;LS2262012SS;Recebida no Solicitante;2002-09;3500;0,49;3,26844545
DCN3-6289;LS2119754SS;Recebida no Solicitante;2002-05;2000;1,50;3,49072735
DCN1-10348-2U;LS4202005T9;Recebida no Solicitante;2004-07;30;924,00;2,42601839
DCN1-10348-2U;LS1083005CF;Recebida no Solicitante;2001-03;30;924,00;3,86127922
DCN2-10560;SP4157001CF;Recebida no Solicitante;2004-06;10;3150,00;2,45949745
DCN3-8840;RF3149601A5;Recebida no Solicitante;2003-05;30;430,00;2,62556800
DCN4-6071;RF2261001A5;Recebida no Solicitante;2002-09;30;18,20;3,26844545
DCN4-6071;SP2081304F5;Recebida no Solicitante;2002-04;10;9,80;3,51027543
DCN4-9493;LSB310226T1;Recebida no Solicitante;2008-11;60;4,99;1,85791490
DCN4-9493;LS6257131T1;Recebida no Solicitante;2006-09;20;6,25;2,23303880
DCN4-5629;AFA170032S2;Recebida no Solicitante;2007-06;3000;1,98;2,16676154
DCN4-5629;RF5144035F3;Recebida no Solicitante;2005-05;50;3,78;2,24990278
DCN4-5629;SP1081386A1;Recebida no Solicitante;2001-03;240;1,70;3,86127922
DCN3-5664;LSA107020C3;Recebida no Solicitante;2007-04;500;5,14;2,16849530
DCN3-5664;AF9093195A7;Recebida no Solicitante;1999-04;1376;0,95;4,78642505
DCN2-7497;SP1075359A1;Recebida no Solicitante;2001-03;7;695,00;3,86127922
DCN4-1645;SP9116303A1;Recebida no Solicitante;1999-05;20;32,50;4,75268101
DCN3-10418-8;LSI056179T9;Expedida;2015-02;50;198,00;1,35607352
DCN4-10589;SP4276002CF;Recebida no Solicitante;2004-09;200;1,26;2,36578591
DCN4-172;RF3119705A6;Recebida no Solicitante;2003-04;50;14,68;2,64972323
DCN4-6828;LS4224006U8;Recebida no Solicitante;2004-08;500;2,40;2,39464850
DCN4-6828;RF2158006F3;Recebida no Solicitante;2002-06;200;1,20;3,46199281
DCN4-6828;AF9258021A7;Recebida no Solicitante;1999-10;30;3,70;4,53925548
DCN4-8787;LS4148016U8;Recebida no Solicitante;2004-05;5000;0,80;2,49171686
DCN4-3068;SP1095387A1;Recebida no Solicitante;2001-04;4000;0,39;3,83977647
DCN4-8747-5;LSC075005T9;Recebida no Solicitante;2009-03;11;65,00;1,85665404
DCN4-1433;RFB253039R1;Recebida no Solicitante;2008-09;30;18,80;1,87818620
DCN4-4047;GL5136005A1;Recebida no Solicitante;2005-05;50;40,00;2,24990278
DCN3-6878;AF3107345A7;Recebida no Solicitante;2003-04;6;40,00;2,64972323
DCN3-6878;AF2051033A7;Recebida no Solicitante;2002-02;10;0,00;3,51554274
DCN3-6878;AF1078880A7;Recebida no Solicitante;2001-03;10;20,00;3,86127922
DCN3-6878;AF9093199A7;Recebida no Solicitante;1999-04;28;15,00;4,78642505
DCN4-6283;AF3107222A7;Recebida no Solicitante;2003-04;100;5,90;2,64972323
DCN4-6283;AF1249010A7;Recebida no Solicitante;2001-09;18;0,00;3,62825242
DCN4-6283;AF1078979A7;Recebida no Solicitante;2001-03;1;10,00;3,86127922
DCN4-6283;AF0404769A7;Recebida no Solicitante;2000-09;1;9,50;3,99074858
DCN4-160-1;SP2192310A1;Recebida no Solicitante;2002-07;50;0,09;3,40948672
DCN4-160-1;SP1081304A1;Recebida no Solicitante;2001-03;1700;0,03;3,86127922
DCN3-10794;LSC182025T1;Recebida no Solicitante;2009-07;22;68,75;1,87649440
DCN4-7703;RF4142004A5;Recebida no Solicitante;2004-05;100;3,50;2,49171686
DCN3-6464;AF3225039A7;Recebida no Solicitante;2003-08;200;7,60;2,67021721
DCN3-6464;AF8061522A7;Recebida no Solicitante;1998-04;24;19,00;5,16544735
DCN3-7143;AF8259836A7;Recebida no Solicitante;1998-09;100;9,76;5,14900486
DCN4-7603;GL3267072A5;Recebida no Solicitante;2003-09;100;2,65;2,66010880
DCN4-7603;RF2261006A5;Recebida no Solicitante;2002-09;20;2,95;3,26844545
DCN3-8546;RF3163303R1;Recebida no Solicitante;2003-06;2000;1,90;2,63241228
DCN4-5039;LS2140037C3;Recebida no Solicitante;2002-05;80;17,30;3,49072735
DCN3-7409;RF2135001F3;Recebida no Solicitante;2002-05;50;12,79;3,49072735
DCN3-7409;RF0321002F3;Recebida no Solicitante;2000-11;400;1,80;3,93005253
DCN3-3495;QXL255013AU;Recebida no Solicitante;2018-09;5;9,69;1,08674747
DCN4-10723;AF6203001CF;Recebida no Solicitante;2006-07;100;12,50;2,24533539
DCN4-3821;RF4131007F3;Recebida no Solicitante;2004-05;400;1,76;2,49171686
DCN3-5576;AN9098208F2;Recebida no Solicitante;1999-04;200;6,75;4,78642505
DCN3-017;LS5053259T9;Recebida no Solicitante;2005-02;50;14,59;2,29540621
DCN4-1896;SP4135311F5;Recebida no Solicitante;2004-05;100;9,98;2,49171686
DCN4-5453;CP1139006CP;Recebida no Solicitante;2001-05;2000;3,25;3,80175888
DCN4-5453;SP1096318A1;Recebida no Solicitante;2001-05;1000;1,13;3,80175888
DCN4-5453;SP1096320A1;Recebida no Solicitante;2001-04;1000;1,30;3,83977647
DCN4-5453;SP0245301A1;Recebida no Solicitante;2000-09;1120;12,30;3,99074858
DCN4-3197;AF3107380A7;Recebida no Solicitante;2003-04;100;0,80;2,64972323
DCN4-3197;AF1199009A7;Recebida no Solicitante;2001-07;10;0,00;3,73276148
DCN4-3197;AF1078910A7;Recebida no Solicitante;2001-03;3;1,90;3,86127922
DCN1-2462;LS1281599T9;Recebida no Solicitante;2001-10;1;283,00;3,61703960
DCN1-2462;CP9103014T9;Recebida no Solicitante;1999-04;166;128,30;4,78642505
DCN1-9593-52-06;AF0116201GP;Recebida no Solicitante;2000-05;10;99,46;4,19853227
DCN4-4725;LS9099046T1;Recebida no Solicitante;1999-04;18;35,00;4,78642505
DCN4-5119;GL9096357C9;Recebida no Solicitante;1999-04;300;0,20;4,78642505
DCN4-7105;RFC106006F3;Recebida no Solicitante;2009-04;20;8,00;1,87049571
DCN4-1257-4;SPB220117F5;Recebida no Solicitante;2008-08;20;640,00;1,87217600
DCN4-1257-4;SP4142312F5;Recebida no Solicitante;2004-05;20;1220,00;2,49171686
DCN4-10550;SP4122001CF;Recebida no Solicitante;2004-04;100;1,92;2,52186664
DCN4-055;RF3105011F3;Recebida no Solicitante;2003-04;100;2,24;2,64972323
DCN3-7669;RF2287015F3;Recebida no Solicitante;2002-10;54;57,90;3,19184126
DCN3-7669;RF1101004F3;Recebida no Solicitante;2001-04;200;27,45;3,83977647
DCN3-7669;RF9174004F3;Recebida no Solicitante;1999-06;100;14,96;4,76650387
DCN4-6896;RF2287002F3;Recebida no Solicitante;2002-10;25;1,80;3,19184126
DCN4-6896;RF0215066F3;Recebida no Solicitante;2000-08;100;0,98;4,08612747
DCN4-3796;GL5173005F4;Recebida no Solicitante;2005-06;50;8,60;2,25486348
DCN3-6581;RF4208016T1;Recebida no Solicitante;2004-07;100;10,50;2,42601839
DCN3-6581;RF2282032F3;Recebida no Solicitante;2002-10;200;6,60;3,19184126
DCN3-6581;RF2267038T1;Recebida no Solicitante;2002-09;40;9,00;3,26844545
DCN3-6581;RF2267011S2;Recebida no Solicitante;2002-09;28;8,70;3,26844545
DCN3-6581;RF2263006A3;Recebida no Solicitante;2002-09;5;9,00;3,26844545
DCN3-6581;RF2263084C3;Recebida no Solicitante;2002-09;8;8,70;3,26844545
DCN3-6581;RF2263043A7;Recebida no Solicitante;2002-09;17;9,00;3,26844545
DCN3-6581;RF1276211A3;Recebida no Solicitante;2001-10;6;6,80;3,61703960
DCN4-6379;AF3107655S2;Recebida no Solicitante;2003-04;100;11,39;2,64972323
DCN4-6379;AF9093078GA;Recebida no Solicitante;1999-04;194;5,20;4,78642505
DCN4-5064;LS4138078T1;Recebida no Solicitante;2004-05;1000;1,20;2,49171686
DCN4-5064;RF9298002F3;Recebida no Solicitante;1999-10;1800;0,60;4,53925548
DCN3-7485;SP1095366A1;Recebida no Solicitante;2001-04;185;0,50;3,83977647
DCN4-10132;LS6158015U8;Recebida no Solicitante;2006-06;500;3,50;2,26217540
DCN4-303;LS5053332T9;Recebida no Solicitante;2005-02;1000;5,70;2,29540621
DCN4-303;LS4058431T9;Recebida no Solicitante;2004-03;200;4,60;2,55036373
DCN4-7702;RF4208005T1;Recebida no Solicitante;2004-07;500;16,50;2,42601839
DCN4-7702;RF2287013F3;Recebida no Solicitante;2002-10;500;1,83;3,19184126
DCN4-7702;RF1298001F3;Recebida no Solicitante;2001-10;400;1,60;3,61703960
DCN4-7702;RF8177060F3;Recebida no Solicitante;1998-06;450;3,80;5,15152885
DCN4-3441;LSB028421T1;Recebida no Solicitante;2008-01;150;34,50;2,03501399
DCN4-3441;LS4138055T1;Recebida no Solicitante;2004-05;100;7,20;2,49171686
DCN4-3441;LS4132052T9;Recebida no Solicitante;2004-05;100;7,20;2,49171686
DCN4-3441;LS3142003T9;Recebida no Solicitante;2003-05;300;7,00;2,62556800
DCN4-3441;SP1095393A1;Recebida no Solicitante;2001-04;80;8,00;3,83977647
DCN3-1456;LSA162011T9;Recebida no Solicitante;2007-06;102;28,20;2,16676154
DCN3-1456;LS5053262T9;Recebida no Solicitante;2005-02;10;21,80;2,29540621
DCN3-1456;LS4058414T9;Recebida no Solicitante;2004-02;5;71,36;2,56796124
DCN3-1456;SP1075362A1;Recebida no Solicitante;2001-03;3;27,15;3,86127922
DCN3-1456;SP1040304F5;Recebida no Solicitante;2001-02;6;24,85;3,87016016
DCN3-1456;SP0279306F5;Recebida no Solicitante;2000-10;6;23,50;3,94498673
DCN4-10586;SP4276005CF;Recebida no Solicitante;2004-09;200;1,68;2,36578591
DCN4-2108;SP0173301F2;Recebida no Solicitante;2000-07;20;2,60;4,15027967
DCN4-4175;RFC139024F3;Recebida no Solicitante;2009-05;250;3,00;1,87330567
DCN4-4175;RF2282012F3;Recebida no Solicitante;2002-10;200;1,20;3,19184126
DCN4-4175;RF1205001F3;Recebida no Solicitante;2001-07;600;1,20;3,73276148
DCN4-4175;SP1151302F5;Recebida no Solicitante;2001-06;20;6,80;3,76934254
DCN4-183;RFB319001F3;Recebida no Solicitante;2008-11;200;2,00;1,85791490
DCN4-183;RF1157001F3;Recebida no Solicitante;2001-06;500;1,00;3,76934254
DCN4-707;AFB170003A7;Recebida no Solicitante;2008-06;20;368,00;1,94284780
DCN3-9967;LS8211505T9;Recebida no Solicitante;1998-08;10;348,00;5,14076645
DCN2-2174;LS4138024T1;Recebida no Solicitante;2004-05;12;37,97;2,49171686
DCN4-9086;RF3267005F3;Recebida no Solicitante;2003-09;100;0,50;2,66010880
DCN3-7341;RF2158014F3;Recebida no Solicitante;2002-06;100;16,30;3,46199281
DCN3-7341;RF0241011F3;Recebida no Solicitante;2000-08;50;26,89;4,08612747
DCN4-8129;RF4166002F3;Recebida no Solicitante;2004-06;50;198,00;2,45949745
DCN4-8129;RF2287064F3;Recebida no Solicitante;2002-10;23;220,50;3,19184126
DCN4-8129;RF0215051F3;Recebida no Solicitante;2000-08;32;166,00;4,08612747
DCN4-8129;RF8187013F3;Recebida no Solicitante;1998-07;17;495,00;5,13202715
DCN3-9814;LS4096458T1;Recebida no Solicitante;2004-04;1000;5,60;2,52186664
DCN3-2042;RF1101002F3;Recebida no Solicitante;2001-04;400;53,80;3,83977647
DCN2-5382;LS0073402C3;Recebida no Solicitante;2000-03;10;1105,00;4,21450118
DCN0-10000;LSK213003A7;Expedida;2017-08;25;15896,00;1,18477509
DCN0-10000;AFD126031A7;Recebida no Solicitante;2010-05;30;11959,67;1,82065471
DCN0-10000;AF3149021A7;Recebida no Solicitante;2003-05;7;8701,00;2,62556800
DCN0-10000;AF0071001A7;Recebida no Solicitante;2000-03;10;1535,00;4,21450118
DCN3-10827;GLA146001CF;Recebida no Solicitante;2007-05;100;14,00;2,16762825
DCN4-10592;SP4276011CF;Recebida no Solicitante;2004-09;200;3,69;2,36578591
DCN3-333-5;SP1075368A1;Recebida no Solicitante;2001-03;230;0,39;3,86127922
DCN4-7458;AF0404921GP;Recebida no Solicitante;2000-09;2;10,00;3,99074858
DCN4-4604;RF8177215MF;Recebida no Solicitante;1998-06;300;1,72;5,15152885
DCN3-5708;AFH147005A7;Recebida no Solicitante;2014-05;120;65,00;1,37072695
DCN3-5708;AFF226003A7;Recebida no Solicitante;2012-08;200;65,00;1,54120905
DCN3-5708;AF5119009A7;Recebida no Solicitante;2005-04;50;39,00;2,26925194
DCN3-5708;CP3165014A7;Recebida no Solicitante;2003-06;200;16,80;2,63241228
DCN3-5708;AF3148011A7;Recebida no Solicitante;2003-05;100;5,13;2,62556800
DCN3-5708;AF3107474A7;Recebida no Solicitante;2003-04;100;5,13;2,64972323
DCN3-5708;AF2102103A7;Recebida no Solicitante;2002-04;86;15,50;3,51027543
DCN3-5708;AF2051002A7;Recebida no Solicitante;2002-02;37;0,00;3,51554274
DCN3-5708;AF1078865A7;Recebida no Solicitante;2001-03;77;20,00;3,86127922
DCN3-5708;AF0404692A7;Recebida no Solicitante;2000-09;39;37,00;3,99074858
DCN3-4343;LS5053758T1;Recebida no Solicitante;2005-02;2000;1,88;2,29540621
DCN3-4343;LS4138030T1;Recebida no Solicitante;2004-05;500;2,15;2,49171686
DCN3-4343;AF1305005S2;Recebida no Solicitante;2001-11;5000;0,00;3,57485630
DCN3-4343;SP1151314F5;Recebida no Solicitante;2001-06;50;0,20;3,76934254
DCN3-4343;AF1078854S2;Recebida no Solicitante;2001-03;3;0,20;3,86127922
DCN3-10295-3;AF2051050GA;Recebida no Solicitante;2002-02;0;0,00;3,51554274
DCN3-10295-3;AF0330002CF;Recebida no Solicitante;2000-11;300;71,00;3,93005253
DCN3-7484;RF7153004F3;Recebida no Solicitante;1999-12;100;13,90;4,35919333
DCN3-6290;CP9110025DP;Recebida no Solicitante;1999-04;1380;0,25;4,78642505
DCN2-1965;LSC316144T9;Recebida no Solicitante;2009-11;150;110,00;1,88255527
DCN2-1965;LSB028520T9;Recebida no Solicitante;2008-01;100;34,80;2,03501399
DCN2-1965;LS5053253T9;Recebida no Solicitante;2005-02;150;98,70;2,29540621
DCN2-1965;LS1272568T9;Recebida no Solicitante;2001-09;200;24,20;3,62825242
DCN2-1965;LS0289568T9;Recebida no Solicitante;2000-10;188;22,00;3,94498673
DCN4-4196;LS4132062T9;Recebida no Solicitante;2004-05;100;5,80;2,49171686
DCN4-4196;AF1199008A7;Recebida no Solicitante;2001-07;100;0,00;3,73276148
DCN4-9782;RF3323332R1;Recebida no Solicitante;2003-11;1000;10,50;2,61913288
DCN4-10207;SP0196305A1;Recebida no Solicitante;2000-07;50;46,20;4,15027967
DCN3-6834;AF0189106A7;Recebida no Solicitante;2000-07;5000;0,50;4,15027967
DCN3-6025;RF8177041F3;Recebida no Solicitante;1998-06;130;19,58;5,15152885
DCN3-6775;LSK193003A7;Expedida;2017-07;142;94,68;1,17624471
DCN3-6775;AFD109044A7;Recebida no Solicitante;2010-04;100;64,17;1,83467375
DCN3-6775;AFD063016A7;Recebida no Solicitante;2010-03;100;57,20;1,85191968
DCN3-6775;AF0404709A7;Recebida no Solicitante;2000-09;17;12,00;3,99074858
DCN3-6775;AF9093198A7;Recebida no Solicitante;1999-04;1;12,00;4,78642505
DCN4-9171;RF2130010F3;Recebida no Solicitante;2002-05;200;5,76;3,49072735
DCN4-9171;RF9313024F3;Recebida no Solicitante;1999-11;150;0,97;4,46337805
DCN4-7453;SP1082315A1;Recebida no Solicitante;2001-03;10;17,00;3,86127922
DCN4-9084;RF3105025F3;Recebida no Solicitante;2003-04;100;11,50;2,64972323
DCN4-9084;RF2186001F3;Recebida no Solicitante;2002-07;30;35,00;3,40948672
DCN4-5234;SP1081374A1;Recebida no Solicitante;2001-03;780;0,16;3,86127922
DCN4-5716;RF3139305R1;Recebida no Solicitante;2003-05;100;1,90;2,62556800
DCN4-5716;AF3107346A7;Recebida no Solicitante;2003-04;1029;0,46;2,64972323
DCN4-5716;AF0404755A7;Recebida no Solicitante;2000-09;403;0,10;3,99074858
DCN4-5716;AF0189102A7;Recebida no Solicitante;2000-07;9000;0,17;4,15027967
DCN4-5536;AF0404981S2;Recebida no Solicitante;2000-09;3;14,50;3,99074858
DCN4-6792;AF0404787A7;Recebida no Solicitante;2000-09;4;5,20;3,99074858
DCN4-3865;SP5230302F5;Recebida no Solicitante;2005-08;50;5,20;2,27255541
DCN4-3865;SP4135309F5;Recebida no Solicitante;2004-05;20;18,00;2,49171686
DCN3-5914;RF4208014T1;Recebida no Solicitante;2004-07;50;5,53;2,42601839
DCN3-5914;RF2282030F3;Recebida no Solicitante;2002-10;200;6,30;3,19184126
DCN3-5914;RF2267036T1;Recebida no Solicitante;2002-09;27;7,60;3,26844545
DCN3-5914;RF2267010S2;Recebida no Solicitante;2002-09;25;7,60;3,26844545
DCN3-5914;RF2263041A7;Recebida no Solicitante;2002-09;11;7,60;3,26844545
DCN3-5914;RF2263005A3;Recebida no Solicitante;2002-09;4;7,60;3,26844545
DCN3-5914;RF2263083C3;Recebida no Solicitante;2002-09;8;7,60;3,26844545
DCN3-5914;RF1276212A3;Recebida no Solicitante;2001-10;4;5,70;3,61703960
DCN2-10519;RF3155301R1;Recebida no Solicitante;2003-06;100;82,25;2,63241228
DCN4-8986;LS4142008SS;Recebida no Solicitante;2004-05;3000;0,80;2,49171686
DCN4-1627;SP4135304F5;Recebida no Solicitante;2004-05;200;5,22;2,49171686
DCN4-3497;AF3107244A7;Recebida no Solicitante;2003-04;200;0,08;2,64972323
DCN4-3497;AF1246005A7;Recebida no Solicitante;2001-09;10;0,00;3,62825242
DCN4-5919;RF2287049F3;Recebida no Solicitante;2002-10;100;5,10;3,19184126
DCN2-1425-1;RF2281010F3;Recebida no Solicitante;2002-10;500;28,88;3,19184126
DCN2-1425-1;RF1113001F3;Recebida no Solicitante;2001-04;400;28,88;3,83977647
DCN4-4609;RFB310101F3;Recebida no Solicitante;2008-11;200;0,35;1,85791490
DCN4-8542;LS6257113T1;Recebida no Solicitante;2006-09;70;12,00;2,23303880
DCN4-8542;AF3126649S2;Recebida no Solicitante;2003-05;58;5,38;2,62556800
DCN4-8542;AF0189110A7;Recebida no Solicitante;2000-07;3000;0,28;4,15027967
DCN4-10304;LS5053306T9;Recebida no Solicitante;2005-02;40;7,84;2,29540621
DCN4-10304;LS4132048T9;Recebida no Solicitante;2004-05;180;4,50;2,49171686
DCN4-10304;SP4106303A1;Recebida no Solicitante;2004-04;50;8,00;2,52186664
DCN4-6557;SP2081303F5;Recebida no Solicitante;2002-04;20;1,30;3,51027543
DCN4-6557;RF2057002F3;Recebida no Solicitante;2002-02;300;0,26;3,51554274
DCN2-2496-4;AF2067033S2;Recebida no Solicitante;2002-03;200;0,00;3,51343468
DCN2-6055;BE9141001U8;Recebida no Solicitante;1999-05;130;3,50;4,75268101
DCN4-8463;RF3132615A5;Recebida no Solicitante;2003-05;100;8,34;2,62556800
DCN4-5103;RF3119609A5;Recebida no Solicitante;2003-04;150;5,88;2,64972323
DCN3-4067;RF2114002F3;Recebida no Solicitante;2002-04;600;1,20;3,51027543
DCN3-10879;LSC182008T1;Recebida no Solicitante;2009-07;200;13,40;1,87649440
DCN4-5768;RFB270101R1;Recebida no Solicitante;2008-09;100;5,80;1,87818620
DCN4-5768;LS5071061T1;Recebida no Solicitante;2005-03;1000;0,84;2,28854059
DCN4-5768;LS4139047U7;Recebida no Solicitante;2004-05;100;0,82;2,49171686
DCN4-5768;LS4138087T1;Recebida no Solicitante;2004-05;300;1,14;2,49171686
DCN4-5768;LS4132079T9;Recebida no Solicitante;2004-05;1000;1,30;2,49171686
DCN4-5768;LS2261005T9;Recebida no Solicitante;2002-09;1500;0,82;3,26844545
DCN4-5768;LS2108057T9;Recebida no Solicitante;2002-04;1500;0,85;3,51027543
DCN4-5768;LS1192028T9;Recebida no Solicitante;2001-07;100;1,10;3,73276148
DCN4-5768;RF9288007F3;Recebida no Solicitante;1999-10;1000;0,29;4,53925548
DCN3-7097;LS3149228T9;Recebida no Solicitante;2003-05;200;2,90;2,62556800
DCN3-7097;LS1192018T9;Recebida no Solicitante;2001-07;50;3,28;3,73276148
DCN4-5660;RF1249016F3;Recebida no Solicitante;2001-09;600;0,03;3,62825242
DCN4-5660;RF9263003F3;Recebida no Solicitante;1999-09;350;0,10;4,60507468
DCN4-10286;SP0196303F5;Recebida no Solicitante;2000-08;150;6,80;4,08612747
DCN3-6285;RF6335002F7;Recebida no Solicitante;2006-12;300;7,50;2,19966823
DCN3-6285;LS1176002T1;Recebida no Solicitante;2001-07;200;0,38;3,73276148
DCN3-6285;LS9099025T1;Recebida no Solicitante;1999-04;100;2,75;4,78642505
DCN4-2102;RF5174010F3;Recebida no Solicitante;2005-06;100;2,20;2,25486348
DCN4-1461-4;RF3132605A5;Recebida no Solicitante;2003-05;10000;0,38;2,62556800
DCN4-1461-4;RF2260024A5;Recebida no Solicitante;2002-09;1000;4,20;3,26844545
DCN3-9588;RF1083004F3;Recebida no Solicitante;2001-03;88;139,80;3,86127922
DCN3-5674;LSB028408T1;Recebida no Solicitante;2008-01;1500;2,44;2,03501399
DCN3-5674;LS4096451T1;Recebida no Solicitante;2004-04;1000;2,60;2,52186664
DCN3-6987-1;AF1304180A7;Recebida no Solicitante;2001-10;9;0,00;3,61703960
DCN3-6987-1;LS0214503T9;Recebida no Solicitante;2000-08;20;167,00;4,08612747
DCN4-7218;SP1082310A1;Recebida no Solicitante;2001-03;80;19,45;3,86127922
DCN3-4845;RF1115005F3;Recebida no Solicitante;2001-04;100;68,00;3,83977647
DCN3-4845;RF9098030F3;Recebida no Solicitante;1999-04;48;45,00;4,78642505
DCN2-7970;SP1095339A1;Recebida no Solicitante;2001-04;7;2339,00;3,83977647
DCN3-6150;LSD193001T9;Recebida no Solicitante;2010-07;1;11715,00;1,78407904
DCN3-6150;LSC076013T9;Recebida no Solicitante;2009-03;50;791,00;1,85665404
DCN3-6150;LSA226007T9;Recebida no Solicitante;2007-08;5;2581,00;2,15510827
DCN4-7678;LSB268008GL;Recebida no Solicitante;2008-09;30;1485,12;1,87818620
DCN4-7678;LS0400398GL;Recebida no Solicitante;2000-09;150;349,60;3,99074858
DCN4-6841;AF3107381A7;Recebida no Solicitante;2003-04;100;2,50;2,64972323
DCN4-6841;AF0404788A7;Recebida no Solicitante;2000-09;2;1,80;3,99074858
DCN3-1104;SP4125305F2;Recebida no Solicitante;2004-05;10;65,00;2,49171686
DCN4-7059;AF3107399A7;Recebida no Solicitante;2003-04;41;11,41;2,64972323
DCN4-7059;BR2163032R1;Recebida no Solicitante;2002-06;50;27,60;3,46199281
DCN4-7544;AF1291004S2;Recebida no Solicitante;2001-10;250;0,00;3,61703960
DCN4-4496;SP1096308A1;Recebida no Solicitante;2001-04;800;1,70;3,83977647
DCN2-8747;LSE208002T9;Recebida no Solicitante;2011-07;20;2875,00;1,64213601
DCN4-7350;RFB063002F3;Recebida no Solicitante;2008-03;3000;3,40;2,00245848
DCN4-7350;RFA124045F3;Recebida no Solicitante;2007-05;2800;2,70;2,16762825
DCN4-7350;RF2273001F3;Recebida no Solicitante;2002-09;2000;2,35;3,26844545
DCN2-10365-1;LSB052024T1;Recebida no Solicitante;2008-02;75;130,00;2,01307151
DCN2-10365-1;LSA150008T1;Recebida no Solicitante;2007-05;10;309,00;2,16762825
DCN2-10365-1;LS0288003CF;Recebida no Solicitante;2000-10;10;154,50;3,94498673
DCN2-5518;SP1082341A1;Recebida no Solicitante;2001-05;3;268,80;3,80175888
DCN4-6936;AF1079006A7;Recebida no Solicitante;2001-03;2;28,00;3,86127922
DCN3-6751;LSC316115T1;Recebida no Solicitante;2009-11;500;4,75;1,88255527
DCN3-6751;AF1233004U8;Recebida no Solicitante;2002-09;500;0,00;3,26844545
DCN3-6751;BE1233004U8;Recebida no Solicitante;2001-08;100;0,80;3,67832231
DCN3-6751;LS9099028T1;Recebida no Solicitante;1999-04;300;3,50;4,78642505
DCN4-8008;AFB311075GP;Recebida no Solicitante;2008-11;100;3,80;1,85791490
DCN4-8254;RF5108002A5;Recebida no Solicitante;2005-04;100;4,95;2,26925194
DCN4-8254;RF4142001A5;Recebida no Solicitante;2004-05;100;0,97;2,49171686
DCN4-7673;RF4131027F3;Recebida no Solicitante;2004-05;100;0,63;2,49171686
DCN4-7673;RF2050004F3;Recebida no Solicitante;2002-02;100;0,45;3,51554274
DCN4-4231;LS4121027GL;Recebida no Solicitante;2004-04;10000;1,80;2,52186664
DCN4-9733;LS4096499T1;Recebida no Solicitante;2004-04;300;11,90;2,52186664
DCN4-9733;LS0400142T1;Recebida no Solicitante;2000-09;30;8,60;3,99074858
DCN4-9733;LS9103147T1;Recebida no Solicitante;1999-04;39;16,00;4,78642505
DCN3-4902;LS5053760T1;Recebida no Solicitante;2005-02;500;22,20;2,29540621
DCN3-4902;LS4121012U8;Recebida no Solicitante;2004-04;100;18,50;2,52186664
DCN4-5939;RF4131025F3;Recebida no Solicitante;2004-05;80;19,80;2,49171686
DCN4-5939;RF2287050F3;Recebida no Solicitante;2002-10;4;35,00;3,19184126
DCN4-5939;RF0215074F3;Recebida no Solicitante;2000-08;50;10,95;4,08612747
DCN4-1242;SP2192345A1;Recebida no Solicitante;2002-08;20;7,56;3,34427339
DCN4-1242;SP2109347A1;Recebida no Solicitante;2002-04;20;4,80;3,51027543
